Name_audio,Transcription,label,text_len,sentiment,clean_text
14dec_K41_2,"Владислав Олегович, там вонь стоит с утра, да? У вас тоже на этаже? Отвратительно просто. Ой, невозможно, я уж не знаю, что с этим сделают. Ой, Господи, у вас еще и слизь. Ой, нет у нас просто запах - вонь дичайшая. Ой, Господи",отвращение,43,-1,владислав олегович вонь стоить утро этаж отвратительный просто ой невозможно знать сделать ой господь ещё слизь ой просто запах вонь дикий ой господь
15dec_K11_2,"А? А че, я не знаю. Диспетчера вызывать наверное, давай позвоним куда-то. Что? Может он сейчас поедет? Лифт то. Ты только успокойся, успокойся только, хорошо? Тихо, тихо, тихо, тихо, тихо, все, все, все, все. Ты рядом.",страх,36,-1,че знать диспетчер вызывать наверное давать позвонить куда-то мочь поехать лифт успокоиться успокоиться хорошо тихо тихо тихо тихо тихо всё всё всё всё рядом
19dec_D71_2," Кристина? Подожди, , Кристина, , Ханой. Что ты здесь делаешь, ты, вообще, восток не любила никогда. Ты чего здесь делаешь? Нет, подожди, а ты чего здесь делаешь? Ты чего? Подожди, а у тебя... Ты, ты за вьетнамца? Вышла? Серьёзно? Ты же, вообще, реально ненавидела восток, как ты здесь оказалась? Обалдеть! ",удивление,50,1,кристина подождать кристина ханой делать вообще восток любить никогда делать подождать делать подождать ... вьетнамец выйти серьёзно вообще реально ненавидеть восток оказаться обалдеть
22dec_D34_1,"Ну неужели ничего не придумать? Мда. Жаль конечно, жаль. Ну десять дней. Чуть чуть задержали бы. Ну а чего, не с кем оставить что ли? С бабушкой. Слушай, ну давай подумаем. Может, что ни будь придумаем. ",грусть,36,-1,ну неужели придумать мда жаль конечно жаль ну десять день задержать ну оставить бабушка слушать ну давать подумать мочь придумать
22dec_D34_2,"Слушай, ну как я и говорила. В общем родители уезжают, и я остаюсь с Темочкой. Я не смогу поехать. Ну ничего. Они уезжают на четыре года. У папы опять эти командировки. Тема учится, куда я его оставлю? Да ужасно. Я, честно говоря, сама так расстроилась. ну а ребенок то. Ну он же один не останется. Тем более я обещала. Слушай, я обещала. Я прям не могу. Я сама понимаю. И деньги заплатила. Да мне и самой очень хочется поехать. Но. Уже не получиться. Ну чего тут придумаешь. Вы веселитесь, я надеюсь вам понравится. Ну, не знаю. ",грусть,96,-1,слушать ну говорить общий родитель уезжать оставаться темочка смочь поехать ну уезжать четыре год папа командировка тема учиться оставить ужасно честно говорить расстроиться ну ребёнок ну остаться обещать слушать обещать прям мочь понимать деньга заплатить очень хотеться поехать получиться ну придумать веселиться надеяться понравиться ну знать
15dec_K41_2,"Любовь Алексеевна, я конечно понимаю, что Москва вонючий город, но пахнет все, я просто весь пропах. А что случилось у нас в офисе? Нет. А что? А что случилось? А что случилось то, я спрашиваю. Канализационную что ли? Фу. Фу. Любовь Алексеевна, вы убирайте тогда в офисе в этом своем там, че делать нам то? Нет, ну мы тоже будет. Но просто запах стоит по всему зданию.",отвращение,67,-1,любовь алексеевич конечно понимать москва вонючий город пахнуть всё просто весь пропахнуть случиться офис случиться случиться спрашивать канализационный фу фу любовь алексеевич убирать офис свой че делать ну просто запах стоить весь здание
19dec_D11_2,"Кристин, я сейчас, только что, смотрел телевизор. Разбился самолет, который летел в Новую Зеландию. Короче, я не лечу, всё. Нет, я не лечу никуда, всё! Подожди, нет! Нет, я никуда не лечу, я сдаю билеты! Я понимаю, давно хотели. Я никуда не полечу! Всё! Я всегда боялся лететь, но сейчас я точно не полечу, потому что это. Я не могу не обращать внимания, там погибли все, там даже никто не выжил, понимаешь! Это самы безопасные авиалинии считаются в мире! Я не полечу! Нет! Всё! Стоп! Нет! Нет! Нет! ",страх,88,-1,кристин смотреть телевизор разбиться самолёт который лететь новый зеландия короче лететь всё лететь никуда всё подождать никуда лететь сдавать билет понимать давно хотеть никуда полечить всё бояться лететь точно полечить мочь обращать внимание погибнуть всё никто выжить понимать сама безопасный авиалиния считаться мир полечить всё стоп
22dec_K11_1," Так. Так. Не надо меня успокаивать, хорошо? Подождите, подождите. Так, надо. Подождите. Надо собраться и придумать что-то сделать. Здесь же есть какая-то кнопка да? Кнопка, ага. так нажмите ещё раз. Может. Может они просто не слышат. В этих лифтах, знаете, часто не работает кнопка. Не надо меня успокаивать. Подождите, успокойтесь, хорошо. Так. Ладно. В фильмах есть люки. Люки-люки. Люков нет. Хорошо, подождите. ",страх,62,-1,успокаивать хорошо подождать подождать подождать собраться придумать что-то сделать какой-то кнопка кнопка ага нажать ещё мочь мочь просто слышать лифт знать часто работать кнопка успокаивать подождать успокоиться хорошо ладный фильм люк люк-люк люковый хорошо подождать
16dec_D42_2,"Чего?! Вов, ты больной? Какие? Ты не купил билеты?! Ты. Ты прекрасно знаешь, что все наши отпуска подстроены под эту дату. Ты чем занимался в это время? Вова, чем ты занимался в это время? Ты не мог, потратить своих каких-то там пол часа, чтобы доехать и купить эти гребаные билеты? Вова, тебе никогда ничего нельзя поручать, потому что ты безответственный маменькин сынок, ты понял это?! Почему ты не сделал этого?! У тебя было полно времени, ты не работаешь! ",гнев,78,-1,вов больной купить билет прекрасно знать всё наш отпуск подстроить дата заниматься время вова заниматься время мочь потратить свой какой-то пол час доехать купить грёбаный билет вова никогда нельзя поручать безответственный маменькин сынок понять почему сделать полно время работать
19dec_K51_1," Подожди, каким начальником? Подожди стоп какие разработки, у нас новый отдел появился? Новый отдел! Подожди, а почему я об этом ничего не знаю!? Ты же только пришел. Подожди, а Константин Сергеевич, его вообще-то должны были на эту должность? Что ты сделал вообще!? Как так получилось? Подожди, стой, ты только вошел в эту компанию и уже какой-то начальник!?",удивление,57,1,подождать начальник подождать стоп разработка новый отдел появиться новый отдел подождать почему знать прийти подождать константин сергеевич вообще-то должный должность сделать вообще получиться подождать стоить войти компания какой-то начальник
22dec_D13_1,"Так, начинается. Кать, давай сразу закроем эту тему? Кать ты каждый год придумываешь одну и ту же отмазку. Слушай, вот я правда . Я даже слушать не хочу, правда, вот не хочу даже слушать. Потому что у меня уже, у меня уже в ушах трещит от твоих постоянных отмазок. Постоянно ты, что-то, как-то у тебя что-то происходит, что-то у тебя кто-то умирает, кто-то взрывается. Я я тебя не слушаю. Не слушаю. Всё, всё. Всё, ты меня начинаешь... Всё Кать, ну правда, я уже начинаю беситься.",гнев,85,-1,начинаться катя давать сразу закрой тема катя каждый год придумывать отмазка слушать правда слушать хотеть правда хотеть слушать ухо трещать твой постоянный отмазка постоянно что-то как-то что-то происходить что-то кто-то умирать кто-то взрываться слушать слушать всё всё всё начинать ... всё катя ну правда начинать беситься
16dec_K33_1,"Прекрасно! Просто прекрасно. Это замечательно! Я столько лет пропахал в этой конторе. Я столько всего сделал для них. Они, черт возьми, они выгнали меня просто, как не нужную. . Потому что, потому что именно вы, вы, Екатерина Андреевна, вы… Почему вы промолчали? Если вы знали, что я вчера был допоздна на работе. Я … Вы знали. Я вас предупредил. Я … Да, конечно. Нет, я вас предупредил! Я вас предупредил. Я предупредил вас. Разве нет? Я позвонил вам вчера. Вы мне сказали, что они . Положитесь на меня. Я положился. И что теперь я. Вы сделали! Вы сделали! Вы все сделали, чтобы нас уволили к чёртовой матери! Хотя вы знали. Вы знали, что мы стоим на волоске! Потому что сейчас идет сокращение. . Нет. Я, я не хочу вас слушать! Я не хочу вас слушать! Потому что это вас не касается! Это вас не касается дорогая, Екатерина Андреевна! Это вас не касается, да! Идите вы … Да, конечно, все! Вот только….Я молюсь богу, чтобы этот лифт остановился, я вышел!",гнев,169,-1,прекрасно просто прекрасно замечательный столько год пропахать контора столько весь сделать черта взять выгнать просто нужный именно екатерина андреевич вы… почему промолчать знать вчера допоздна работа … знать предупредить … конечно предупредить предупредить предупредить позвонить вчера сказать положиться положиться я. сделать сделать всё сделать уволить чёртов мать хотя знать знать стоить волосок идти сокращение хотеть слушать хотеть слушать касаться касаться дорогой екатерина андреевич касаться идти … конечно всё только….ть молиться бог лифт остановиться выйти
19dec_K11_1," Ну всё, приехали. У Вас воды нет? Воды. Пожалуйста, мне плохо. У меня сейчас Я просто Я очень боюсь замкнутого пространства.Нет. Воды, воды! Или мне сейчас плохо будет! Пожалуйста, воды! Воды! Я просто. У меня Астма. Астма, понимаете? Да! ",страх,39,-1,ну всё приехать вода вода пожалуйста плохо просто очень бояться замкнутый пространства.нуть вода вода плохо пожалуйста вода вода просто астма астма понимать
19dec_D63_2,"Кристин, сейчас в центре случился терракт. Возле башни Эйфелевой. Там просто тысячи людей погибших и ещё больше раненых. Там просто цепи взрывов произошла. Как Даша уехала? Она брала телефон с собой? Точно? Она брала зарядку с собой, нет? Слушай, она же сейчас паниковать же начнёт, подожди. А если у неё опять приступ эпилепсии случится? Что делать, боже мой?",страх,58,-1,кристин центр случиться терракт возле башня эйфелевый просто тысяча человек погибнуть ещё большой раненый просто цепь взрыв произойти даша уехать брать телефон точно брать зарядка слушать паниковать начать подождать приступ эпилепсия случиться делать бог
22dec_D23_1," В Харватию? Слушай, Кать, ну это. Офигеть! Блин, просто, просто то что я хотел, то что я хотел! Два года я ждал этой поездки, два года. Слушай. Две недели Ё моё, слушай. Офигенно, слушай, я просто, я уже представляю как я плаваю в море на яхточке загараю, солнышко, наконец то! Как клево, что ты у меня есть, Кать!",радость,58,1,харватий слушать катя ну офигеть блин просто просто хотеть хотеть год ждать поездка год слушать неделя ё слушать офигенно слушать просто представлять плавать море яхточка загарай солнышко наконец клёво катя
16dec_K14_1,"Мы что застряли в лифте, да? Он не поедет что ли? Нет, но, а как он поедет? Если никто не знает, что мы здесь. Я... Боже мой, мне как-то плохо. Я не знаю, мне плохо, плохо как-то. Что-же будет, а если он сорвется? Я не знаю, что происходит, он как будто как будто сжимается все это дело, мне плохо, мне страшно. Подождите я никогда не хотел оказаться здесь в этой ситуации. Он не поедет, он просто... мы останемся здесь, очень долго. Я не ел ничего пять дней.",страх,87,-1,застрять лифт поехать поехать никто знать ... бог как-то плохо знать плохо плохо как-то что-же сорваться знать происходить сжиматься всё дело плохо страшно подождать никогда хотеть оказаться ситуация поехать просто ... остаться очень долго пять день
14dec_D74_1,"Подожди, Руслано а? Ну, всмысле, это ты чего здесь забыла? А знаешь, а ты вот не изменилась. А что ты тут делаешь? Подожди, я здесь живу. А кем, кем? Да, я женат. Кем ты здесь работаешь? Ну вот, досидел. Вот, теперь я здесь.",удивление,43,1,подождать руслать ну всмысл забыть знать измениться делать подождать жить женатый работать ну досидеть
16dec_D61_2,"Чего? А, у нас же Света поехала туда, в Лувр. Она прям в центре там? А где случился теракт? А ты звонил ей? Конечно там паника, боже мой, неужели там… ",страх,30,-1,свет поехать туда лувр прям центр случиться теракт звонить конечно паника бог неужели там…
22dec_K51_2," Так здорово,правда?Ну,меня повысили. Круто правда?Я даже сама не ожидала,если честно.Так всё быстро завертелось, закрутилось и бац и всё .Ну да Ну я оттуда еду как раз.Ну вот. Да я не знаю ну как так получилось,ну знаете как здорово да? Я пришла в новый отдел и потом бац бац бац .Два месяца уже. Классно правда? Да, я знаю,я знаю ,но вы знаете это же классно,что бывает так,знаете это же чудо!Это просто чудо!Я пришла ,как то со всеми подружилась и вообще мне очень нравится атмосфера и ну как то само собой всё получилось и блин,прям здорово! Да нет!",радость,96,1,здорово правда ну повысить круто правда ожидать честно.так всё быстро завертеться закрутиться бац всё .ну ну оттуда еда раз.ич знать ну получиться ну знать здорово прийти новый отдел бац бац бац .два месяц классно правда знать знать знать классно бывать знать чудо просто чудо прийти весь подружиться вообще очень нравиться атмосфера ну всё получиться блин прям здорово
14dec_K12_2,"Мы застряли. Ну, подожди. Ты боишься? Подожди, подожди, подожди. Подожди, успокойся. Влад, подожди. Мы на какой высоте? Подожди, закрой глаза, не думай о стенах. Постарайся не думать. Пожалуйста, закрой глаза, успокойся, дыши глубже. Влад, ну пожалуйста, не паникуй, я тебя очень прошу. Влад, подожди, дыши глубже. Влад, вдохни, пожалуйста, давай не будем тратить... ",страх,53,-1,застрять ну подождать бояться подождать подождать подождать подождать успокоиться влад подождать высота подождать закрыть глаз думать стена постараться думать пожалуйста закрыть глаз успокоиться дышать глубокий влад ну пожалуйста паниковать очень просить влад подождать дышать глубокий влад вдохнуть пожалуйста давать тратить ...
15dec_D63_2,"Люба, я щас это, щас услышал, в общем в центре Парижа теракт, там давка паника страшная, ужасная. Я просто знаю что это такое, там людей затаптывают просто заживо, там люди бегут и вообще не понятно куда. Блин, да ты че, серьезно что ли? Блин ну все, ну все щас начнется, Люба че делать, че делать давай говори варианты какие то, я не знаю что делать. Она же, она даже телефон забыла, да на чем мы сейчас поедем у нас вообще ни ни денег нет на транспорт. Ну пошли пешком хотя бы, на велосипеде поехали туда, там щас давка, её там просто , она маленькая девочка без языка, она вообще она даже не знает где мы живем, она вообще ничего не понимает, она щас. Да кто куда мы позвоним если она телефон забыла, я ж тебе объясняю, она телефон забыла. Все. Щас это её там просто затопчат, ты представляешь что щас с ней будет, вот с этой маленькой девочкой, её. До неё щас, если она вообще там не погибла щас в этом теракте, я боюсь уже представить что там случилось.",страх,179,-1,люба услышать общий центр париж теракт давка паника страшный ужасный просто знать человек затаптывать просто заживо человек бежать вообще понятно блин че серьёзно блин ну всё ну всё начаться люба че делать че делать давать говорить вариант знать делать телефон забыть поехать вообще деньга транспорт ну послать пешком хотя велосипед поехать туда давка её просто маленький девочка язык вообще знать жить вообще понимать позвонить телефон забыть объяснять телефон забыть всё её просто затопчат представлять маленький девочка её вообще погибнуть теракт бояться представить случиться
22dec_D54_1,Угу.,отвращение,1,-1,угу
14dec_K11_1,"Что происходит? Как застряли? Где диспетчер? Где диспетчер!? Она не нажимается, Алин, она не нажимается. Ну не видишь? Не нажимается. Ну какие кнопки? Да не нажимается, куда жать? У меня ещё астма, сейчас задохнемся. У меня астма, у меня нет ингалятора. Где диспетчер?",страх,43,-1,происходить застрять диспетчер диспетчер нажиматься алин нажиматься ну видеть нажиматься ну кнопка нажиматься жать ещё астма задохнуться астма ингалятор диспетчер
10dec_K53_1, Угу. Еще двадцать этажей. Ну пере...,отвращение,6,-1,угу ещё двадцать этаж ну перо ...
22dec_D53_2," Слушай, Равиль, я тут такое прочитала. И я даже не знаю как рассказать. В общем жил мужчина с женщиной. ну и как бы вроде все нормально. Все нормально. А потом она заболела и . В общем у нее как бы нога начинала, знаешь, вот прям, сначала по ней трещины пошли, а потом они начали кровоточить. А потом это все загноилось и он пытался ее спасти, он своими руками, прикинь, это все разрезал. А потом он пытался достать вот эти вот маленькие венки чтобы, ну знаешь, ее там спасти и там надо было пережать, реально я те говорю и он сам это пережимал. Своими руками и там просто там кадры и он там весь в кровище а она вообще не понятно, она там при смерти я те говорю, журнал научный купила, а потом у нее все это пошло дальше и вообще началась ампутация ноги, прикинь, и ей ампутировали все почти по бедро и там торчали кости куча, вообще, куча крови. А вот эти типо кишков, я даже не знаю . ",отвращение,169,-1,слушать равиль прочитать знать рассказать общий жить мужчина женщина ну вроде всё нормально всё нормально заболеть общий нога начинать знать прям сначала трещина послать начать кровоточить всё загноиться пытаться спасти свой рука прикинуть всё разрезать пытаться достать маленький венок ну знать спасти пережать реально говорить пережимать свой рука просто кадр весь кровища вообще понятно смерть говорить журнал научный купить всё пойти далёкий вообще начаться ампутация нога прикинуть ампутировать всё бедро торчать кость куча вообще куча кровь типо кишковы знать
14dec_D61_1,"Звонил. Уже три раза звонил - не отвечает, не берёт. Два часа, а магизин ближний причём! А где она могла заблудиться? А куда мы за ней сходим?! Ну мы можем дойти до магазина, а если её там нету?! То где она? А если она сейчас придёт, вот если сейчас вернётся, а мы тут начнём паниковать? Ну может она погулять пошла, я не знаю, местность посмотреть, хотя...",страх,66,-1,звонить звонить отвечать брать час магизина ближний причём мочь заблудиться сходить ну мочь дойти магазин её нету прийти вернуться начать паниковать ну мочь погулять пойти знать местность посмотреть хотя ...
14dec_K51_2_p1,"Владислав Олегович,а я теперь новый начальник отдела бытовая химия. Я теперь главный по менеджерам Ну вообще-то два года вместе с вами работала.А теперь я начальник Ой я очень рада Конечно! Я безумно рада! Сам! ",радость,34,1,владислав олегович новый начальник отдел бытовой химия главный менеджер ну вообще-то год вместе работала. начальник ой очень рада конечно безумно рада
22dec_D63_2,"У меня же папа туда поехал, Равиль. Слушай, я думаю что я не могу дозвониться уже два часа. Он поехал посылку забирать. Что делать то, а? Слушай, главное маме не говорить. главное маме не говорить в общем. Я. Я пыталась ему дозвониться уже два часа. Ему должны были передать посылку из другого города. Там, мёд и ещё какую-то хрень. А он поехал это встречать. Равиль, что делать? Так я ему звоню! Уже два часа не могу дозвониться. То трубку не берет, то недоступно всё. Я не знаю что делать.",страх,89,-1,папа туда поехать равиль слушать думать мочь дозвониться час поехать посылка забирать делать слушать главное мама говорить главное мама говорить общий я. пытаться дозвониться час должный передать посылка город мёд ещё какой-то хрень поехать встречать равиль делать звонить час мочь дозвониться трубка брать недоступный всё знать делать
10dec_N11_1_p4,"Игра остров сокровищ. Перед участниками игры раскладываются карты, там около ста двадцати ходов. Каждый ход имеет определенное задание. Выдаются каждому человеку по одной фишке. Это фишка персонаж. Бросается кубик у кого самое большое количество, количество цифр. Этот человек идет первым. И начинается игра. Если человек попадает на цифру пять, там зашифрован сундук. Он берет карточку и читает задание. ",нейтраль,58,0,игра остров сокровище участник игра раскладываться карта около сто двадцать ход каждый ход иметь определённый задание выдаваться каждый человек фишка фишка персонаж бросаться кубик самый большой количество количество цифра человек идти первый начинаться игра человек попадать цифра пять зашифровать сундук брать карточка читать задание
19dec_K61_2,"Ну. Да ты че. Ну. Подожди, подожди, как как, какая любовница, он же там уже 30 лет с ней. Но. Да ладно, да быть не может. Да я те, да . Да перестань.",удивление,33,1,ну че ну подождать подождать любовница 30 год ладный мочь перестать
22dec_D31_1,"Да я слышал. . Блин жаль конечно. Ну может в следующий раз. Сама то хотела, да? Катюшка…Да..Ладно чё мы то ",грусть,20,-1,слышать блин жаль конечно ну мочь следующий хотеть катюшка…д .. ладный
22dec_K43_1,"Я сейчас зашел в туалет. Там валяется наш глав. бух. Без штанов и весь… я не знаю, вчера корпоратив был какой-то? Видимо они очень сильно перепили и видимо ночевали здесь. В общем, она вся в блевотине там валяется без штанов. Я не знаю. Я ее как-то подвигал. Я ее начал двигать и она опять прям на себя. Она валяется и у нее все волосы в этой. Что она там борщ ела, я не знаю. Что-то было очень красное и с кусками. Да нет, борщ.",отвращение,84,-1,зайти туалет валяться наш глава бух штаны весь… знать вчера корпоратив какой-то видимо очень сильно перепилить видимо ночевать общий весь блевотина валяться штаны знать как-то подвигать начать двигать прям валяться всё волос борщ знать что-то очень красный кусок борщ
16dec_K62_2,"Вы? Владимир Игоревич! Стойте, вы сделали эту операцию в Москве? Вы сделали? Стойте, подождите! Подождите.",удивление,15,1,владимир игоревич стоить сделать операция москва сделать стоить подождать подождать
19dec_K61_1,"Ты представляешь, Александра Петровича нашего, на отдыхе. В этот раз он поехал не с женой, а он поехал с любовницей! Так вот! Наш Петька из отдела, он увидел это. Ты понимаешь!? Он выходит просто, ну значит, с утра на пляж и видит это собственными глазами! У того Тот стоит как крыса какая-то, не знает что сделать. Ну да, жена! Но! Да это не важно. Послушай! Ты послушай! Да-да, любовница! Да они целовались стояли! Да я тебе отвечаю! Да он видел сам ",радость,81,1,представлять александр петрович наш отдых поехать жена поехать любовница наш петька отдел увидеть понимать выходить просто ну значит утро пляж видеть собственный глаз стоить крыса какой-то знать сделать ну жена важно послушать послушать да-да любовница целоваться стоять отвечать видеть
15dec_K14_1,"Это что? Лифт что ли остановился? Господи. Господи. . Мне сейчас будет плохо. Я чувствую мне сейчас будет плохо. Вы можете, что-нибудь сделать? Пожалуйста, я вас очень прошу. Позвоните кому-нибудь, я не знаю. Что-нибудь сделайте. Может можно вверх вылезти? . Господи, я очень сильно боюсь. А если он сейчас сорвется и мы упадем вниз. . Мы сейчас. Мы можем умереть. . Господи, пожалуйста …",страх,64,-1,лифт остановиться господь господь плохо чувствовать плохо мочь что-нибудь сделать пожалуйста очень просить позвонить кто-нибудь знать что-нибудь сделать мочь вверх вылезти господь очень сильно бояться сорваться упасть вниз мочь умереть господь пожалуйста …
19dec_D61_1,"Подожди, как теракт... … Подожди, подожди стой. Подожди, Даша же поехала туда. ну как, она сегодня встала с утра и сказала, что она поедет посмотреть на Эйфелеву башню. Подожди где? Что это? На площадь эту ба… Подожди какой… А телефон, телефон?",страх,41,-1,подождать теракт ... … подождать подождать стоить подождать даша поехать туда ну сегодня встать утро сказать поехать посмотреть эйфелев башня подождать площадь ба… подождать какой… телефон телефон
19dec_D42_1,"Родион, я забыла купить билеты на нашу поездку. Ну я просто замоталась и... Ну, подожди. Ну не истери, я что-нибудь придумаю. Ну ты можешь не кричать? Я придумаю что-нибудь, я найду выход. Ну прости, ну что ну… Да я придумаю… Мы обязательно что-нибудь придумаем. Ну что-нибудь. Я что-нибудь придумаю, обязательно",грусть,50,-1,родион забыть купить билет наш поездка ну просто замотаться ... ну подождать ну истери что-нибудь придумать ну мочь кричать придумать что-нибудь найти выход ну простить ну ну… придумаю… обязательно что-нибудь придумать ну что-нибудь что-нибудь придумать обязательно
15dec_D41_2_p2,"Чего ? Чего ты не оплатила билеты? Люб, ты чего? Я тебе неделю назад сбрасывал билеты. Ты чего мне говоришь сейчас . Давай быстро сейчас ищи новые билеты. На это число нет билетов? Ну, молодец! Че я тебя поздравляю, молодец, хорошо. Че мне делать теперь ? Как я сейчас скажу Сереге скажу че ? Александру Яковлевичу , скажу? Молодец , давай . Ничего тебе вообще поручить нельзя . Вам вообще вы только с Кристи про других говорите. Говорите про меня постоянно говорите. Да ты постоянно про меня говоришь . Ты это не сделал , ты то не сделал . Ты сама не сделала . Я тебе неделю назад сбросил , ты ничего не сделала. Че ты делала ? Вот скажи , че ты делала тогда? Че ты делала до этого ? Как ты забыла . Давай ищи сейчас , иди езжай туда , ищи билеты, я не знаю, хоть на осле туда поедем ",гнев,153,-1,оплатить билет люба неделя назад сбрасывать билет говорить давать быстро искать новый билет число билет ну молодец че поздравлять молодец хорошо че делать сказать серёга сказать че александр яковлевич сказать молодец давать вообще поручить нельзя вообще кристи говорить говорить постоянно говорить постоянно говорить сделать сделать сделать неделя назад сбросить сделать че делать сказать че делать че делать забыть давать искать идти езжать туда искать билет знать осёл туда поехать
10dec_N11_1_p1,"Выхожу из квартиры. Захожу в лифт. Спускаюсь на второй этаж. На втором этаже спускаюсь по лестнице на первый этаж. Выхожу из подъезда. Перехожу дорогу. Сажусь в маршрутку. Еду до метро. Сажусь в метро, еду до станции Багратионовская, делаю три пересадки. Выхожу на Багратионовской. Иду минут десять через парк. Захожу в институт. ",нейтраль,51,0,выходить квартира заходить лифт спускаться второй этаж второй этаж спускаться лестница первый этаж выходить подъезд переходить дорога садиться маршрутка еда метро садиться метро еда станция багратионовский делать пересадка выходить багратионовский идти минута десять парк заходить институт
